Wall time,Step,Value
1683241282.40404,303,0.23782563209533691
1683241517.8630278,381,0.4911606013774872
1683241624.2418334,414,12.82045841217041
1683241727.3998134,446,0.9714164733886719
1683241888.234763,498,0.3306509256362915
1683242037.5594435,546,0.47510644793510437
1683242195.1341095,597,12.613565444946289
1683242281.6114905,623,0.6534382104873657
1683242365.1908245,648,37.05799102783203
1683242419.9311411,663,0.786375105381012
1683242607.1916916,724,0.7856482267379761
1683242661.8257678,739,0.2955574095249176
1683242853.4942665,802,0.05843651294708252
1683242985.9945433,844,12.503975868225098
1683243179.1008914,907,12.809304237365723
1683243314.3721676,950,0.44117066264152527
1683243434.6322734,988,0.6505588889122009
1683243526.4552922,1016,0.9615563154220581
1683243615.3735304,1043,0.4005088806152344
1683243704.2755303,1070,12.726545333862305
1683243871.0981069,1124,0.3442775011062622
1683243951.3299286,1148,0.5768266320228577
1683244025.8635476,1170,0.41695988178253174
1683244088.8548827,1188,0.8930920362472534
1683244229.795331,1233,12.79353141784668
1683244398.7289283,1288,24.39780616760254
1683244539.2657983,1333,0.8746623992919922
1683244776.8044698,1412,0.789528489112854
1683245049.04866,1503,0.09458136558532715
1683245235.247156,1564,13.346431732177734
1683245318.290738,1589,12.407865524291992
1683245447.6589825,1630,0.5572977066040039
1683245606.436766,1681,24.53032875061035
1683245764.409504,1732,0.6542351841926575
1683245824.4030037,1749,24.762969970703125
1683246076.367368,1833,0.2859264612197876
1683246119.2563844,1844,0.5550349354743958
1683246193.8147516,1866,0.17610308527946472
1683246319.89631,1906,12.654683113098145
1683246494.665655,1963,0.4634284973144531
1683246766.9686003,2054,0.759613573551178
1683246921.4460142,2104,0.21225732564926147
1683247015.7616346,2133,0.4954446256160736
1683247118.5708275,2165,12.783935546875
1683247381.8109534,2253,12.87349796295166
1683247584.791447,2320,0.37364131212234497
1683247776.7570417,2383,1.7712781429290771
1683248062.7278776,2479,24.727977752685547
1683248151.5015771,2506,12.29543399810791
1683248337.9951093,2567,0.19856518507003784
1683248601.7154994,2655,0.7210706472396851
1683248822.334199,2728,12.788640975952148
1683249126.099067,2830,12.902698516845703
1683249581.8334146,2985,0.4780445098876953
1683249779.6455653,3050,12.713532447814941
1683250161.0361066,3179,0.1324792504310608
1683250563.2525604,3315,12.440978050231934
1683250789.7829063,3390,0.40712833404541016
1683251096.676372,3493,0.6317505240440369
1683251484.1094477,3624,12.63843059539795
1683251619.0723085,3667,0.5664162635803223
